TopPourLeftSide,TopPourRightSide,BottomPourLeftSide,BottomPourRightSide,LeftPourTopSide,LeftPourBottomSide,RightPourTopSide,RightPourBottomSide,FullPour,Number
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8367346938775511,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7040816326530612,0
0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.00510204081632653,0.0,0.6122448979591837,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7959183673469388,0
0.2653061224489796,0.4846938775510204,0.0,0.0,0.07142857142857142,0.061224489795918366,0.2653061224489796,0.29591836734693877,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8367346938775511,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6122448979591837,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0204081632653061,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7653061224489796,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4387755102040816,0
0.0,0.015306122448979591,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.336734693877551,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45918367346938777,0
0.0,0.025510204081632654,0.0,0.0,0.0,0.0,0.0,0.0,0.7448979591836735,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0816326530612246,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8979591836734694,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4897959183673469,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.030612244897959,0
0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.42857142857142855,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0408163265306123,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9897959183673469,0
0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,1.4081632653061225,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020408163265306,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45918367346938777,0
0.0,0.025510204081632654,0.0,0.0,0.0,0.0,0.0,0.0,1.010204081632653,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816326530612245,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1734693877551021,0
0.0,0.0,0.0,0.0,0.0,0.0,0.030612244897959183,0.0,1.1326530612244898,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7346938775510204,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4489795918367347,0
0.0,0.0,0.0,0.0,0.015306122448979591,0.0,0.0,0.0,0.4897959183673469,0
0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6224489795918368,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0
0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,1.0714285714285714,0
0.22448979591836735,0.2857142857142857,0.0,0.0,0.3163265306122449,0.20918367346938777,0.0,0.02040816326530612,0.0,0
0.35714285714285715,0.3163265306122449,0.0,0.04591836734693878,0.18877551020408162,0.25510204081632654,0.0,0.0,0.01020408163265306,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2244897959183674,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816326530612245,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8367346938775511,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1020408163265305,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0
0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.826530612244898,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020408163265306,0
0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.32653061224489793,0
0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.3163265306122449,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0408163265306123,0
0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.9693877551020408,0
0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.29591836734693877,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3979591836734694,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6938775510204082,0
0.0,0.0,0.00510204081632653,0.0,0.015306122448979591,0.00510204081632653,0.0,0.0,1.1122448979591837,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8673469387755102,0
0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.7346938775510204,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1326530612244898,0
0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6530612244897959,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816326530612245,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5408163265306123,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22448979591836735,0
0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,1.1734693877551021,0
0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,1.153061224489796,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7040816326530612,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6326530612244898,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7040816326530612,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6938775510204082,0
0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,1.0612244897959184,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826530612244898,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9387755102040817,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0714285714285714,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8061224489795918,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8061224489795918,0
0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.5306122448979592,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0
0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1020408163265305,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816326530612245,0
0.03571428571428571,0.025510204081632654,0.12755102040816327,0.336734693877551,0.030612244897959183,0.03571428571428571,0.07142857142857142,0.27040816326530615,0.02040816326530612,0
0.1989795918367347,0.3469387755102041,0.00510204081632653,0.0,0.11734693877551021,0.22959183673469388,0.08673469387755102,0.05612244897959184,0.0,0
0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.015306122448979591,0.0,0.6938775510204082,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40816326530612246,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5408163265306123,0
0.32653061224489793,0.4030612244897959,0.0,0.0,0.14795918367346939,0.17346938775510204,0.11734693877551021,0.1326530612244898,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.163265306122449,0
0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.9795918367346939,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306122448979592,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5408163265306123,0
0.12755102040816327,0.20918367346938777,0.0,0.02040816326530612,0.061224489795918366,0.14285714285714285,0.1377551020408163,0.1989795918367347,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673469387755102,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6122448979591837,0
0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.6020408163265306,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8469387755102041,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673469387755102,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5204081632653061,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2959183673469388,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9183673469387755,0
0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,1.6428571428571428,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0816326530612246,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7346938775510204,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306122448979592,0
0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,1.1224489795918366,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8979591836734694,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2755102040816326,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5204081632653061,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877551020408163,0
0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.9591836734693877,0
0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.8163265306122449,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5102040816326531,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2040816326530612,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9387755102040817,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9693877551020408,0
0.20408163265306123,0.12755102040816327,0.09693877551020408,0.12244897959183673,0.14795918367346939,0.4846938775510204,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816326530612245,0
0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6020408163265305,0
0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,1.3061224489795917,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8469387755102041,0
0.0,0.0,0.0,0.0,0.0,0.0,0.015306122448979591,0.0,0.7653061224489796,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37755102040816324,0
0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673469387755102,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3163265306122449,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1020408163265305,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2040816326530612,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40816326530612246,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2551020408163265,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47959183673469385,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7448979591836735,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4897959183673469,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826530612244898,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0612244897959184,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673469387755102,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1224489795918366,0
0.20918367346938777,0.2602040816326531,0.00510204081632653,0.01020408163265306,0.2602040816326531,0.20408163265306123,0.00510204081632653,0.00510204081632653,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816326530612245,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41836734693877553,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.010204081632653,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.336734693877551,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3877551020408163,0
0.0,0.0,0.0,0.0,0.0,0.0,0.025510204081632654,0.0,0.673469387755102,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4183673469387754,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47959183673469385,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9591836734693877,0
0.0,0.015306122448979591,0.0,0.0,0.0,0.0,0.0,0.0,1.2346938775510203,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0
0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,1.153061224489796,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2346938775510203,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30612244897959184,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9081632653061225,0
0.0,0.0,0.0,0.0,0.0,0.0,0.015306122448979591,0.0,0.5204081632653061,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0
0.2193877551020408,0.413265306122449,0.0,0.0,0.08673469387755102,0.04081632653061224,0.1377551020408163,0.20918367346938777,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9183673469387755,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45918367346938777,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7959183673469388,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316326530612245,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6122448979591837,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2959183673469388,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0714285714285714,0
0.015306122448979591,0.00510204081632653,0.0,0.01020408163265306,0.00510204081632653,0.0,0.0,0.00510204081632653,1.653061224489796,0
0.1836734693877551,0.2653061224489796,0.0663265306122449,0.15306122448979592,0.0,0.0,0.42346938775510207,0.3877551020408163,0.0,0
0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.6122448979591837,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4081632653061225,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7551020408163265,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.346938775510204,0
0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.6632653061224489,0
0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0612244897959184,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5102040816326531,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2448979591836735,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6326530612244898,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6326530612244898,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7040816326530612,0
0.2857142857142857,0.42346938775510207,0.0,0.0,0.34183673469387754,0.3826530612244898,0.030612244897959183,0.04081632653061224,0.0,0
0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.22448979591836735,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5612244897959183,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0
0.0,0.0,0.0,0.0,0.025510204081632654,0.015306122448979591,0.0,0.0,0.6938775510204082,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5816326530612246,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4897959183673469,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8469387755102041,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9081632653061225,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.030612244897959,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30612244897959184,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0408163265306123,0
0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.29591836734693877,0
0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3571428571428572,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7755102040816326,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3673469387755102,0
0.10714285714285714,0.20918367346938777,0.0,0.0,0.1326530612244898,0.20918367346938777,0.05102040816326531,0.15306122448979592,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.7959183673469388,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8775510204081632,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8775510204081632,0
0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.673469387755102,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826530612244898,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2653061224489796,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46938775510204084,0
0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,1.0714285714285714,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6326530612244898,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0
0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.030612244897959183,0.0,0.9591836734693877,0
0.0,0.00510204081632653,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.5102040816326531,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0
0.0,0.0,0.2602040816326531,0.413265306122449,0.04591836734693878,0.17346938775510204,0.0,0.1326530612244898,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.469387755102041,0
0.2193877551020408,0.24489795918367346,0.01020408163265306,0.0,0.1683673469387755,0.3520408163265306,0.030612244897959183,0.22959183673469388,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8877551020408163,0
0.0,0.0,0.0,0.0,0.0,0.0,0.015306122448979591,0.0,0.7755102040816326,0
0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,1.530612244897959,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0510204081632653,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25510204081632654,0
0.17346938775510204,0.4030612244897959,0.0,0.0,0.1377551020408163,0.11734693877551021,0.07142857142857142,0.10204081632653061,0.0,0
0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.3673469387755102,0
0.0,0.0,0.0,0.0,0.0,0.0,0.015306122448979591,0.0,0.29591836734693877,0
0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.7755102040816326,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816326530612245,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.3979591836734694,0.5408163265306123,0.0,0.15816326530612246,0.15816326530612246,0.42346938775510207,0.11734693877551021,0.08163265306122448,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0408163265306123,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40816326530612246,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7755102040816326,0
0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.6836734693877551,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9489795918367347,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8163265306122449,0
0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.6326530612244898,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7755102040816326,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5918367346938775,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816326530612245,0
0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.4897959183673469,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8061224489795918,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3877551020408163,0
0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.6122448979591837,0
0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,1.4489795918367347,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8367346938775511,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2346938775510203,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4489795918367347,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3469387755102041,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5408163265306123,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4081632653061225,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1122448979591837,0
0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.29591836734693877,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0
0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.22448979591836735,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3877551020408163,0
0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.025510204081632654,0.0,0.6020408163265306,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25510204081632654,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2244897959183674,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3163265306122449,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816326530612245,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2551020408163265,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8673469387755102,0
